,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
757,3042227231,Lunch Run,2020-01-20T12:29:44Z,Run,1437.2,172,628,2.2,"[37.792748, -122.452097]",stripped_health_data_42985926_1579966693.gpx
758,3042226965,Lunch Run,2020-01-20T12:13:17Z,Run,1928.3,665,672,32.6,"[37.792858, -122.4519]",stripped_health_data_42985926_1579966688.gpx
759,3026412432,Lunch Run,2020-01-19T12:08:29Z,Run,3602.2,1209,1227,80.7,"[37.787352, -122.447184]",stripped_health_data_42985926_1579465789.gpx
760,3026291426,Morning Run,2020-01-19T10:33:04Z,Run,1893.3,3605,3605,0,,stripped_health_data_42985926_1579462705.tcx
761,3023185900,Lunch Run,2020-01-18T12:00:16Z,Run,1479.2,3613,3613,0,,stripped_health_data_42985926_1579386275.tcx
762,3023183871,Morning Run,2020-01-18T10:53:54Z,Run,1607.8,510,627,20.5,"[37.767328, -122.456895]",stripped_health_data_42985926_1579386206.gpx
763,3023183539,Morning Run,2020-01-18T10:29:26Z,Run,1630.0,1082,1082,0,,stripped_health_data_42985926_1579386193.tcx
764,3022536950,Afternoon Run,2020-01-16T15:14:43Z,Run,1084.9,326,1814,17.1,"[37.792538, -122.453315]",stripped_health_data_42985926_1579367585.gpx
765,3022535369,Evening Run,2020-01-15T18:03:33Z,Run,1667.4,3628,3628,0,,stripped_health_data_42985926_1579367556.tcx
766,3022532430,Afternoon Run,2020-01-15T16:07:44Z,Run,1366.2,466,466,60.4,"[37.791612, -122.448727]",stripped_health_data_42985926_1579367496.gpx
767,3022531981,Afternoon Run,2020-01-15T15:58:24Z,Run,1288.2,540,540,0,,stripped_health_data_42985926_1579367487.tcx
768,3022531486,Afternoon Run,2020-01-15T15:50:54Z,Run,586.5,172,347,3.6,"[37.79254, -122.455397]",stripped_health_data_42985926_1579367476.gpx
769,3022530851,Morning Run,2020-01-14T10:21:18Z,Run,5410.8,1844,1844,0,,stripped_health_data_42985926_1579367463.tcx
770,3022529188,Afternoon Run,2020-01-13T16:01:17Z,Run,5766.9,2213,3139,132.5,"[37.793529, -122.439294]",stripped_health_data_42985926_1579367428.gpx
771,3022526918,Morning Run,2020-01-12T09:00:44Z,Run,1779.8,3600,3600,0,,stripped_health_data_42985926_1579367383.tcx
772,3002707453,Lunch Run,2020-01-11T12:01:54Z,Run,1579.5,3808,3808,0,,stripped_health_data_42985926_1578776861.tcx
773,3002704258,Morning Run,2020-01-11T10:41:57Z,Run,0.0,30,30,0,,stripped_health_data_42985926_1578776765.tcx
774,3002704182,Morning Run,2020-01-11T10:30:18Z,Run,1020.7,666,666,0,,stripped_health_data_42985926_1578776762.tcx
775,3002703614,Morning Run,2020-01-11T10:09:10Z,Run,746.7,233,238,0.0,"[37.766535, -122.456684]",stripped_health_data_42985926_1578776744.gpx
776,3002324613,Morning Run,2020-01-11T10:01:01Z,Run,595.3,166,199,2.6,"[37.767332, -122.456325]",stripped_health_data_42985926_1578766036.gpx
777,3000073226,Afternoon Run,2020-01-10T15:05:08Z,Run,7301.6,2553,2810,142.4,"[37.793777, -122.43941]",stripped_health_data_42985926_1578712953.gpx
778,3000071924,Lunch Run,2020-01-09T12:16:05Z,Run,1117.2,3600,3600,0,,stripped_health_data_42985926_1578712855.tcx
779,3000070984,Lunch Run,2020-01-09T11:30:31Z,Run,1106.9,300,309,16.9,"[37.793216, -122.439047]",stripped_health_data_42985926_1578712789.gpx
780,2996651499,Lunch Run,2020-01-09T11:16:53Z,Run,492.2,157,313,7.9,"[37.792932, -122.447904]",stripped_health_data_42985926_1578597884.gpx
781,2993688045,Morning Run,2020-01-08T09:35:33Z,Run,1405.9,3814,3814,0,,stripped_health_data_42985926_1578508829.tcx
782,2993370668,Morning Run,2020-01-08T08:19:25Z,Run,5976.7,1814,2162,75.8,"[37.796714, -122.44647]",stripped_health_data_42985926_1578502587.gpx
783,2990928489,Morning Run,2020-01-07T10:56:16Z,Run,6203.9,2144,2153,113.0,"[37.7873, -122.447531]",stripped_health_data_42985926_1578425607.gpx
784,2988209765,Lunch Run,2020-01-06T12:15:05Z,Run,2247.0,719,760,64.0,"[37.791173, -122.449472]",stripped_health_data_42985926_1578342508.gpx
785,2988174398,Lunch Run,2020-01-06T11:55:48Z,Run,2080.8,631,741,0.0,"[37.793061, -122.452074]",stripped_health_data_42985926_1578341706.gpx
786,2988173341,Morning Run,2020-01-04T10:47:57Z,Run,1769.0,600,789,9.7,"[37.766523, -122.455795]",stripped_health_data_42985926_1578341681.gpx
787,2988182782,Morning Run,2020-01-04T10:34:16Z,Run,1690.4,798,798,0,,stripped_health_data_42985926_1578341893.tcx
788,2988181954,Morning Run,2020-01-04T10:11:30Z,Run,1667.7,535,670,3.4,"[37.766829, -122.463334]",stripped_health_data_42985926_1578341873.gpx
789,2988181388,Lunch Run,2020-01-03T12:16:42Z,Run,1596.2,3950,3950,0,,stripped_health_data_42985926_1578341860.tcx
790,2988176650,Lunch Run,2020-01-03T11:05:11Z,Run,4192.3,1474,2397,114.6,"[37.791542, -122.449179]",stripped_health_data_42985926_1578341755.gpx
791,2976516056,Morning Run,2020-01-02T09:02:10Z,Run,7952.1,2559,2606,71.9,"[37.772139, -122.460084]",stripped_health_data_42985926_1577996153.gpx
792,2974293009,Afternoon Run,2020-01-01T15:38:15Z,Run,945.9,331,354,9.8,"[37.796453, -122.458002]",stripped_health_data_42985926_1577922957.gpx
793,2974292658,Afternoon Run,2020-01-01T15:24:36Z,Run,945.0,303,312,9.3,"[37.794277, -122.458718]",stripped_health_data_42985926_1577922942.gpx
794,2974292452,Afternoon Run,2019-12-31T15:57:45Z,Run,5042.5,1797,2144,150.9,"[37.793581, -122.439306]",stripped_health_data_42985926_1577922931.gpx
795,2971269151,Morning Run,2019-12-31T08:01:41Z,Run,1592.2,3600,3600,0,,stripped_health_data_42985926_1577818841.tcx
796,2971265317,Afternoon Run,2019-12-30T16:52:14Z,Run,1299.7,299,642,62.3,"[37.793655, -122.439275]",stripped_health_data_42985926_1577818707.gpx
797,2971264846,Afternoon Run,2019-12-30T16:20:47Z,Run,152.9,27,31,0.0,"[37.792324, -122.452732]",stripped_health_data_42985926_1577818692.gpx
798,2971264707,Afternoon Run,2019-12-30T16:08:53Z,Run,802.7,266,266,3.9,"[37.792846, -122.452063]",stripped_health_data_42985926_1577818686.gpx
799,2971264274,Afternoon Run,2019-12-30T16:01:45Z,Run,543.0,123,185,0.0,"[37.792355, -122.452299]",stripped_health_data_42985926_1577818671.gpx
800,2971263945,Afternoon Run,2019-12-30T15:55:42Z,Run,470.5,88,133,0.0,"[37.792798, -122.452486]",stripped_health_data_42985926_1577818663.gpx
801,2971263680,Afternoon Run,2019-12-30T15:34:55Z,Run,354.9,105,796,4.8,"[37.792347, -122.451802]",stripped_health_data_42985926_1577818654.gpx
802,2963750082,Morning Run,2019-12-28T10:27:19Z,Run,2171.1,803,1415,75.7,"[37.793519, -122.439178]",stripped_health_data_42985926_1577572190.gpx
803,2963749676,Morning Run,2019-12-28T10:25:57Z,Run,78.4,12,12,0.0,"[37.792565, -122.451982]",stripped_health_data_42985926_1577572174.gpx
804,2963749604,Morning Run,2019-12-28T10:24:34Z,Run,67.6,12,12,0.0,"[37.792634, -122.452072]",stripped_health_data_42985926_1577572172.gpx
805,2963749511,Morning Run,2019-12-28T10:12:46Z,Run,73.4,360,360,0,,stripped_health_data_42985926_1577572169.tcx
806,2963749296,Morning Run,2019-12-28T10:12:01Z,Run,81.0,14,14,0.0,"[37.792537, -122.4521]",stripped_health_data_42985926_1577572162.gpx
807,2963749254,Morning Run,2019-12-28T10:10:35Z,Run,78.1,13,13,0.0,"[37.792552, -122.45209]",stripped_health_data_42985926_1577572160.gpx
808,2963749243,Morning Run,2019-12-28T10:09:16Z,Run,68.5,12,12,0.0,"[37.792579, -122.452079]",stripped_health_data_42985926_1577572158.gpx
809,2963749229,Morning Run,2019-12-28T09:53:26Z,Run,65.7,16,608,0.0,"[37.793171, -122.452051]",stripped_health_data_42985926_1577572156.gpx
810,2963748768,Night Run,2019-12-27T22:38:16Z,Run,111.3,90,90,0,,stripped_health_data_42985926_1577572143.tcx
811,2963748755,Afternoon Run,2019-12-27T17:29:37Z,Run,6769.3,2400,2523,149.7,"[37.793479, -122.439287]",stripped_health_data_42985926_1577572140.gpx
812,2943473004,Morning Run,2019-12-19T09:19:56Z,Run,9087.6,2807,2909,93.7,"[37.770928, -122.470943]",stripped_health_data_42985926_1576778999.gpx
813,2943341278,Afternoon Run,2019-12-18T16:31:41Z,Run,1476.6,3601,3601,0,,stripped_health_data_42985926_1576774557.tcx
814,2943339281,Lunch Run,2019-12-18T12:03:30Z,Run,5808.5,2094,2110,115.1,"[37.793732, -122.43928]",stripped_health_data_42985926_1576774488.gpx
815,2937242558,Morning Run,2019-12-16T10:03:18Z,Run,1938.8,617,911,71.4,"[37.796958, -122.436744]",stripped_health_data_42985926_1576521740.gpx
816,2937246882,Morning Run,2019-12-16T09:52:49Z,Run,2053.8,600,607,7.9,"[37.793258, -122.452195]",stripped_health_data_42985926_1576521864.gpx
817,2937246072,Morning Run,2019-12-16T09:35:27Z,Run,2010.6,599,602,7.7,"[37.792835, -122.45207]",stripped_health_data_42985926_1576521842.gpx
818,2937244667,Morning Run,2019-12-16T09:17:14Z,Run,784.4,243,788,0.0,"[37.793303, -122.452234]",stripped_health_data_42985926_1576521804.gpx
819,2937244154,Afternoon Run,2019-12-14T16:26:10Z,Run,7468.4,2688,3275,165.9,"[37.79341, -122.439239]",stripped_health_data_42985926_1576521785.gpx
820,2916004743,Afternoon Run,2019-12-06T16:01:19Z,Run,99.3,137,137,0,,stripped_health_data_42985926_1575682422.tcx
821,2914245835,Afternoon Run,2019-12-05T16:31:42Z,Run,874.0,192,192,3.2,"[37.792904, -122.453292]",stripped_health_data_42985926_1575606977.gpx
822,2911939017,Afternoon Run,2019-12-04T16:34:07Z,Run,918.6,301,301,0.0,"[37.76655, -122.455263]",stripped_health_data_42985926_1575506970.gpx
823,2911879849,Afternoon Run,2019-12-04T15:52:32Z,Run,1972.0,626,804,20.9,"[37.766266, -122.456179]",stripped_health_data_42985926_1575504391.gpx
824,2909056627,Morning Run,2019-12-03T07:01:35Z,Run,1811.7,585,1455,69.4,"[37.791457, -122.44934]",stripped_health_data_42985926_1575401283.gpx
825,2909055474,Afternoon Run,2019-11-30T13:08:45Z,Run,497.8,194,205,0.0,"[36.864018, -119.787671]",stripped_health_data_42985926_1575401261.gpx
826,2909055258,Lunch Run,2019-11-30T11:46:35Z,Run,1669.9,569,579,9.1,"[36.864148, -119.78764]",stripped_health_data_42985926_1575401256.gpx
827,2909054822,Afternoon Run,2019-11-29T14:47:37Z,Run,4973.7,1644,1644,59.4,"[36.864963, -119.786919]",stripped_health_data_42985926_1575401245.gpx
828,2909060434,Afternoon Walk,2019-11-28T15:18:06Z,Walk,3447.6,2503,2519,116.1,"[37.793549, -122.439229]",stripped_health_data_42985926_1575401368.gpx
829,2909058610,Morning Run,2019-11-27T10:13:33Z,Run,7919.4,2415,2573,3.5,"[37.805116, -122.447618]",stripped_health_data_42985926_1575401327.gpx
830,2894123407,Afternoon Run,2019-11-26T17:13:01Z,Run,1285.9,398,407,27.3,"[37.793578, -122.439248]",stripped_health_data_42985926_1574817612.gpx
831,2891733232,Lunch Run,2019-11-25T11:05:15Z,Run,1723.3,590,672,12.4,"[37.767267, -122.456873]",stripped_health_data_42985926_1574734126.gpx
832,2891732987,Morning Run,2019-11-25T10:14:15Z,Run,1334.0,477,769,10.3,"[37.767305, -122.456931]",stripped_health_data_42985926_1574734113.gpx
833,2891732809,Afternoon Run,2019-11-23T13:04:14Z,Run,877.5,353,484,2.8,"[37.671173, -122.069663]",stripped_health_data_42985926_1574734100.gpx
834,2891732682,Lunch Run,2019-11-23T11:50:42Z,Run,1252.1,487,866,25.6,"[37.671057, -122.069264]",stripped_health_data_42985926_1574734092.gpx
835,2891732515,Afternoon Run,2019-11-22T15:29:51Z,Run,3629.5,1211,1237,43.5,"[37.792721, -122.45332]",stripped_health_data_42985926_1574734080.gpx
836,2891732167,Afternoon Run,2019-11-20T15:35:03Z,Run,7281.3,2446,2630,62.5,"[37.794704, -122.454581]",stripped_health_data_42985926_1574734059.gpx
837,2891731081,Afternoon Run,2019-11-19T16:10:15Z,Run,922.7,300,300,6.2,"[37.767264, -122.456521]",stripped_health_data_42985926_1574734018.gpx
838,2891730954,Afternoon Run,2019-11-19T15:57:42Z,Run,335.4,88,88,0,,stripped_health_data_42985926_1574734012.tcx
839,2891730901,Afternoon Run,2019-11-19T15:54:42Z,Run,317.3,85,85,0,,stripped_health_data_42985926_1574734009.tcx
840,2891730868,Afternoon Run,2019-11-19T15:52:07Z,Run,324.7,85,85,0,,stripped_health_data_42985926_1574734006.tcx
841,2891730824,Afternoon Run,2019-11-19T15:49:31Z,Run,307.6,82,82,0,,stripped_health_data_42985926_1574734003.tcx
842,2891730756,Afternoon Run,2019-11-19T15:44:51Z,Run,324.5,86,86,0,,stripped_health_data_42985926_1574733999.tcx
843,2891730708,Afternoon Run,2019-11-19T15:42:08Z,Run,320.9,84,84,0,,stripped_health_data_42985926_1574733997.tcx
844,2891730662,Afternoon Run,2019-11-19T15:39:37Z,Run,326.2,84,84,0,,stripped_health_data_42985926_1574733994.tcx
845,2891730624,Afternoon Run,2019-11-19T15:37:14Z,Run,325.8,88,88,0,,stripped_health_data_42985926_1574733991.tcx
846,2891730596,Afternoon Run,2019-11-19T15:14:56Z,Run,1714.0,592,756,14.0,"[37.767267, -122.45696]",stripped_health_data_42985926_1574733988.gpx
847,2891730382,Morning Run,2019-11-19T10:16:21Z,Run,0.0,1,1,0,,stripped_health_data_42985926_1574733977.tcx
848,2891730387,Afternoon Run,2019-11-18T16:19:57Z,Run,3560.9,1210,1251,40.5,"[37.792709, -122.453333]",stripped_health_data_42985926_1574733975.gpx
849,2891730027,Afternoon Run,2019-11-18T16:12:37Z,Run,5.1,72,72,0,,stripped_health_data_42985926_1574733954.tcx
850,2891729964,Afternoon Run,2019-11-18T16:03:11Z,Run,2.2,71,71,0,,stripped_health_data_42985926_1574733952.tcx
851,2873129307,Afternoon Run,2019-11-15T16:06:32Z,Run,1558.0,522,672,5.5,"[37.767279, -122.456627]",stripped_health_data_42985926_1574051538.gpx
852,2873129200,Afternoon Run,2019-11-15T15:46:50Z,Run,3189.3,761,761,0.0,"[37.767114, -122.456589]",stripped_health_data_42985926_1574051526.gpx
853,2873129085,Afternoon Run,2019-11-15T15:22:23Z,Run,1076.6,342,768,5.3,"[37.767178, -122.456765]",stripped_health_data_42985926_1574051511.gpx
854,2873128974,Afternoon Run,2019-11-14T15:43:10Z,Run,2338.0,817,1306,29.3,"[37.792651, -122.453268]",stripped_health_data_42985926_1574051499.gpx
855,2873128771,Afternoon Run,2019-11-13T15:28:45Z,Run,3020.7,1185,1825,82.6,"[37.793513, -122.439236]",stripped_health_data_42985926_1574051475.gpx
856,2873130295,Afternoon Run,2019-11-12T16:19:25Z,Run,1744.4,584,916,18.7,"[37.790084, -122.445602]",stripped_health_data_42985926_1574051652.gpx
857,2873129994,Afternoon Run,2019-11-12T15:02:42Z,Run,1806.9,482,511,19.1,"[37.790865, -122.459952]",stripped_health_data_42985926_1574051619.gpx
858,2873128447,Afternoon Run,2019-11-11T16:20:01Z,Run,4564.1,1524,1524,61.6,"[37.792691, -122.453327]",stripped_health_data_42985926_1574051439.gpx
859,2873128215,Morning Run,2019-11-09T09:16:54Z,Run,11059.1,3595,3842,113.3,"[37.76658, -122.464908]",stripped_health_data_42985926_1574051410.gpx
860,2873127649,Afternoon Run,2019-11-08T15:21:52Z,Run,1528.8,590,987,6.2,"[37.767435, -122.49208]",stripped_health_data_42985926_1574051342.gpx
861,2873127552,Afternoon Run,2019-11-08T13:55:21Z,Run,1741.4,581,804,21.1,"[37.770614, -122.489005]",stripped_health_data_42985926_1574051329.gpx
862,2873127461,Afternoon Run,2019-11-07T15:19:23Z,Run,3841.1,1274,1461,46.8,"[37.792744, -122.453325]",stripped_health_data_42985926_1574051317.gpx
863,2873127256,Afternoon Run,2019-11-05T16:19:48Z,Run,1975.6,669,710,10.7,"[37.792591, -122.453384]",stripped_health_data_42985926_1574051292.gpx
864,2873127129,Afternoon Run,2019-11-05T15:37:35Z,Run,5554.3,2443,2443,0,,stripped_health_data_42985926_1574051279.tcx
865,2846879280,Afternoon Run,2019-11-05T15:19:14Z,Run,1847.8,652,652,61.9,"[37.791422, -122.460844]",stripped_health_data_42985926_1573098205.gpx
866,2846879151,Afternoon Run,2019-11-02T16:33:20Z,Run,5498.3,1971,2783,94.2,"[37.793677, -122.439132]",stripped_health_data_42985926_1573098193.gpx
867,2846878474,Lunch Run,2019-11-02T12:20:06Z,Run,95.9,604,604,0,,stripped_health_data_42985926_1573098146.tcx
868,2846878359,Afternoon Run,2019-11-01T17:01:39Z,Run,1736.1,614,688,6.6,"[37.770623, -122.489958]",stripped_health_data_42985926_1573098134.gpx
869,2846878227,Afternoon Run,2019-11-01T15:47:21Z,Run,408.7,149,1048,4.2,"[37.77062, -122.489228]",stripped_health_data_42985926_1573098122.gpx
870,2873130186,Afternoon Run,2019-10-31T15:30:06Z,Run,2928.6,1017,1210,38.5,"[37.792698, -122.453212]",stripped_health_data_42985926_1574051640.gpx
871,2846878085,Afternoon Run,2019-10-30T16:37:46Z,Run,70.9,90,90,0,,stripped_health_data_42985926_1573098110.tcx
872,2846878122,Afternoon Run,2019-10-30T15:29:34Z,Run,10702.9,3604,3945,127.4,"[37.792215, -122.45318]",stripped_health_data_42985926_1573098108.gpx
873,2846588627,Afternoon Run,2019-10-29T15:38:25Z,Run,4332.2,1199,1355,0.0,"[37.80586, -122.448187]",stripped_health_data_42985926_1573083397.gpx
874,2846588083,Evening Run,2019-10-28T19:58:30Z,Run,98.0,361,361,0,,stripped_health_data_42985926_1573083376.tcx
875,2846587879,Afternoon Run,2019-10-28T16:17:36Z,Run,1227.2,402,405,0.0,"[37.792876, -122.453219]",stripped_health_data_42985926_1573083368.gpx
876,2846587645,Afternoon Run,2019-10-28T16:02:56Z,Run,1261.3,386,391,2.1,"[37.792873, -122.453201]",stripped_health_data_42985926_1573083359.gpx
877,2846587414,Afternoon Run,2019-10-28T15:46:48Z,Run,1079.6,367,367,0.0,"[37.792549, -122.45326]",stripped_health_data_42985926_1573083351.gpx
878,2822186467,Lunch Run,2019-10-27T11:59:29Z,Run,2952.2,1006,1954,79.4,"[37.793521, -122.439289]",stripped_health_data_42985926_1572204766.gpx
879,2819755884,Afternoon Run,2019-10-25T16:36:36Z,Run,1156.6,338,463,11.2,"[34.045749, -117.840274]",stripped_health_data_42985926_1572149595.gpx
880,2814157449,Morning Run,2019-10-24T07:32:15Z,Run,3170.2,1197,1694,106.8,"[37.793376, -122.439193]",stripped_health_data_42985926_1571943714.gpx
881,2812181953,Afternoon Run,2019-10-23T15:17:37Z,Run,6839.1,2426,3166,152.6,"[37.793457, -122.439209]",stripped_health_data_42985926_1571872289.gpx
882,2810203555,Afternoon Run,2019-10-22T16:18:14Z,Run,1706.9,402,789,50.4,"[37.792729, -122.45329]",stripped_health_data_42985926_1571815969.gpx
883,2810203245,Afternoon Run,2019-10-22T15:48:06Z,Run,2895.2,926,926,0,,stripped_health_data_42985926_1571815957.tcx
884,2809943045,Afternoon Run,2019-10-22T15:14:09Z,Run,2212.7,770,1024,52.3,"[37.787546, -122.46945]",stripped_health_data_42985926_1571801564.gpx
885,2807099250,Afternoon Run,2019-10-21T16:21:55Z,Run,5207.5,1779,1903,61.4,"[37.792771, -122.453266]",stripped_health_data_42985926_1571702664.gpx
886,2806778356,Morning Run,2019-10-19T07:46:57Z,Run,7122.1,2467,2541,100.9,"[43.80971, -72.154698]",stripped_health_data_42985926_1571690533.gpx
887,2800850567,Morning Run,2019-10-18T08:13:28Z,Run,4913.0,1803,3077,49.3,"[44.002935, -73.153103]",stripped_health_data_42985926_1571498746.gpx
888,2797215243,Afternoon Run,2019-10-17T16:46:35Z,Run,9942.1,3478,5687,158.5,"[42.709475, -73.205056]",stripped_health_data_42985926_1571362218.gpx
889,2779315560,Afternoon Run,2019-10-10T15:22:03Z,Run,3485.3,1212,1212,40.4,"[37.792721, -122.453351]",stripped_health_data_42985926_1570764270.gpx
890,2776212029,Lunch Run,2019-10-09T12:15:24Z,Run,4281.5,1506,1590,111.2,"[37.793503, -122.439207]",stripped_health_data_42985926_1570653237.gpx
891,2776211138,Afternoon Run,2019-10-08T16:15:01Z,Run,2.6,3,35,0.0,"[37.789683, -122.45954]",stripped_health_data_42985926_1570653210.gpx
892,2776212068,Afternoon Run,2019-10-08T15:36:36Z,Run,587.0,150,150,0,,stripped_health_data_42985926_1570653241.tcx
893,2776211109,Afternoon Run,2019-10-08T15:14:27Z,Run,1859.3,637,637,47.6,"[37.788736, -122.470383]",stripped_health_data_42985926_1570653208.gpx
894,2771582284,Afternoon Run,2019-10-07T15:58:27Z,Run,5948.7,2127,2310,93.5,"[37.792717, -122.453308]",stripped_health_data_42985926_1570505916.gpx
895,2769206323,Morning Run,2019-10-05T09:10:52Z,Run,12350.5,4259,4853,106.2,"[37.769327, -122.510297]",stripped_health_data_42985926_1570415925.gpx
896,2763389787,Afternoon Run,2019-10-04T15:44:55Z,Run,4226.2,1483,1817,70.7,"[37.790262, -122.434322]",stripped_health_data_42985926_1570245634.gpx
897,2761078857,Afternoon Run,2019-10-02T17:06:56Z,Run,1777.6,577,688,14.0,"[38.07753, -122.584679]",stripped_health_data_42985926_1570149849.gpx
898,2761078431,Afternoon Run,2019-10-02T15:52:30Z,Run,1649.8,586,601,11.3,"[38.076912, -122.583562]",stripped_health_data_42985926_1570149830.gpx
899,2755902662,Morning Run,2019-10-01T07:15:56Z,Run,3378.3,1209,1476,107.4,"[37.793524, -122.440696]",stripped_health_data_42985926_1569976656.gpx
900,2752505142,Morning Run,2019-09-30T10:19:44Z,Run,8319.4,2505,2613,83.8,"[37.772165, -122.460221]",stripped_health_data_42985926_1569866812.gpx
901,2747208500,Morning Run,2019-09-28T09:47:28Z,Run,1284.5,499,502,0.0,"[38.634113, -121.40133]",stripped_health_data_42985926_1569693032.gpx
902,2747207726,Morning Run,2019-09-28T08:37:34Z,Run,1642.4,593,609,0.0,"[38.635338, -121.401926]",stripped_health_data_42985926_1569693011.gpx
903,2744043616,Morning Run,2019-09-27T07:40:50Z,Run,3356.0,1198,1218,63.3,"[37.793187, -122.452027]",stripped_health_data_42985926_1569598080.gpx
904,2743020689,Afternoon Run,2019-09-26T15:43:13Z,Run,3916.1,1443,1465,59.4,"[37.792685, -122.453392]",stripped_health_data_42985926_1569561020.gpx
905,2743019666,Afternoon Run,2019-09-24T16:22:14Z,Run,771.9,289,295,4.7,"[37.792405, -122.45328]",stripped_health_data_42985926_1569560956.gpx
906,2743019362,Afternoon Run,2019-09-24T15:44:06Z,Run,1609.3,1159,1159,0,,stripped_health_data_42985926_1569560942.tcx
907,2743018865,Afternoon Run,2019-09-24T15:15:23Z,Run,681.9,232,836,9.3,"[37.792369, -122.452507]",stripped_health_data_42985926_1569560906.gpx
908,2743023288,Afternoon Run,2019-09-23T15:47:01Z,Run,3879.8,1369,1761,18.9,"[37.792777, -122.453313]",stripped_health_data_42985926_1569561179.gpx
909,2743022239,Lunch Run,2019-09-21T11:54:51Z,Run,7524.6,2689,2747,123.1,"[37.793562, -122.439237]",stripped_health_data_42985926_1569561118.gpx
910,2726017051,Afternoon Run,2019-09-20T15:09:19Z,Run,444.7,139,157,0.0,"[37.787263, -122.447342]",stripped_health_data_42985926_1569017539.gpx
911,2725831180,Afternoon Run,2019-09-19T16:37:27Z,Run,1333.6,485,581,12.1,"[37.792082, -122.453368]",stripped_health_data_42985926_1569009737.gpx
912,2725830976,Afternoon Run,2019-09-19T16:19:21Z,Run,896.9,239,371,5.3,"[37.796134, -122.455894]",stripped_health_data_42985926_1569009727.gpx
913,2725830891,Afternoon Run,2019-09-19T15:49:48Z,Run,141.8,29,35,4.5,"[37.793075, -122.454658]",stripped_health_data_42985926_1569009721.gpx
914,2725830780,Afternoon Run,2019-09-19T15:43:34Z,Run,760.5,208,275,3.6,"[37.794894, -122.455665]",stripped_health_data_42985926_1569009719.gpx
915,2725830677,Afternoon Run,2019-09-19T15:27:36Z,Run,1657.4,601,608,9.6,"[37.794188, -122.455589]",stripped_health_data_42985926_1569009713.gpx
916,2721176759,Evening Run,2019-09-18T18:03:16Z,Run,1240.5,3407,3407,0,,stripped_health_data_42985926_1568859019.tcx
917,2720514017,Afternoon Run,2019-09-16T16:15:06Z,Run,3176.2,1240,1247,67.5,"[37.792681, -122.453388]",stripped_health_data_42985926_1568836035.gpx
918,2711894152,Afternoon Run,2019-09-13T16:09:50Z,Run,1694.4,599,783,21.9,"[37.794344, -122.45566]",stripped_health_data_42985926_1568569990.gpx
919,2711893319,Afternoon Run,2019-09-13T15:39:38Z,Run,3275.1,833,833,0.0,"[37.806512, -122.448832]",stripped_health_data_42985926_1568569973.gpx
920,2711892528,Afternoon Run,2019-09-13T15:18:53Z,Run,2079.4,676,821,3.5,"[37.805536, -122.448293]",stripped_health_data_42985926_1568569958.gpx
921,2711922213,Afternoon Run,2019-09-11T15:25:16Z,Run,14419.8,4799,5178,176.7,"[37.79277, -122.454711]",stripped_health_data_42985926_1568570344.gpx
922,2711917900,Afternoon Run,2019-09-10T15:19:59Z,Run,10372.9,3284,4129,51.0,"[37.792769, -122.453289]",stripped_health_data_42985926_1568570268.gpx
923,2711904845,Afternoon Run,2019-09-07T13:40:07Z,Run,1411.4,531,535,5.0,"[37.76918, -122.4849]",stripped_health_data_42985926_1568569944.gpx
924,2711904662,Lunch Run,2019-09-07T12:23:45Z,Run,1638.2,635,635,17.8,"[37.769046, -122.484961]",stripped_health_data_42985926_1568569932.gpx
925,2711904449,Afternoon Run,2019-09-06T15:28:26Z,Run,3315.5,1200,1208,50.4,"[37.792188, -122.453337]",stripped_health_data_42985926_1568569921.gpx
926,2711903614,Afternoon Run,2019-09-05T15:35:05Z,Run,3317.6,1184,1618,81.9,"[37.7925, -122.453352]",stripped_health_data_42985926_1568569900.gpx
927,2711915062,Afternoon Run,2019-09-04T15:26:44Z,Run,7442.8,2464,3330,127.1,"[37.793554, -122.439181]",stripped_health_data_42985926_1568570211.gpx
928,2711913628,Afternoon Run,2019-09-03T15:44:35Z,Run,13837.5,4801,5200,123.9,"[37.792458, -122.453311]",stripped_health_data_42985926_1568570171.gpx
929,2711909011,Lunch Run,2019-09-02T11:08:15Z,Run,1628.0,583,583,0.0,"[37.767123, -122.495145]",stripped_health_data_42985926_1568570091.gpx
930,2711908662,Morning Run,2019-09-02T10:58:20Z,Run,1016.9,217,217,0.0,"[37.767126, -122.493088]",stripped_health_data_42985926_1568570080.gpx
931,2680630145,Morning Run,2019-09-02T10:50:40Z,Run,1066.2,233,233,0.0,"[37.767088, -122.493161]",stripped_health_data_42985926_1567639568.gpx
932,2680629939,Morning Run,2019-09-02T10:43:21Z,Run,1010.8,230,230,0.0,"[37.767094, -122.493099]",stripped_health_data_42985926_1567639561.gpx
933,2680629701,Morning Run,2019-09-02T10:36:05Z,Run,1027.0,244,247,0.0,"[37.767074, -122.493273]",stripped_health_data_42985926_1567639553.gpx
934,2680629563,Morning Run,2019-09-02T10:11:47Z,Run,504.3,162,596,0.0,"[37.767246, -122.495284]",stripped_health_data_42985926_1567639547.gpx
935,2711908419,Afternoon Run,2019-08-31T16:08:44Z,Run,6750.6,2395,2808,117.4,"[37.787641, -122.450626]",stripped_health_data_42985926_1568570074.gpx
